referencia,abacco_id,linea,descripcion,iva,precio_unitario,cantidad,descuento,total_bruto
CO2503-0217,473,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0217,473,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0217,473,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0217,473,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0217,473,5,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - GRIS PLOMO - PATAS TIPO L - -","160,00",1,,"160,00",
CO2503-0218,474,1,490 - DANIEL 2 PUESTOS,"0,00",1,,"0,00",
CO2503-0218,474,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0218,474,3,375 - GRIS SEDONA,"0,00",1,,"0,00",
CO2503-0218,474,4,409 - PATAS METALICAS,"0,00",1,,"0,00",
CO2503-0218,474,5,MUEBLES - DANIEL 2 PUESTOS - TAPI SWEET (CASTILLO) - GRIS SEDONA - PATAS METALICAS -,"300,00",1,,"300,00",
CO2503-0219,475,1,477 - ALEJANDRA CABEZALES FIJOS CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0219,475,2,389 - GAMUZA ELEFANTE,"0,00",1,,"0,00",
CO2503-0219,475,3,419 - AZUL MARINO,"20,00",1,,"20,00",
CO2503-0219,475,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0219,475,5,MUEBLES - ALEJANDRA CABEZALES FIJOS CHEILO DERECHO - GAMUZA ELEFANTE - AZUL MARINO - PATAS TIPO L -,"450,00",1,,"450,00",
CO2503-0531,476,1,"129 - DUPLEX BL + ITALO + INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0531,476,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0531,476,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0531,476,4,"CAMAS - DUPLEX BL + ITALO + INDIVIDUAL 1,00 x 1,90 - LINO - NEGRO - - -","240,00",1,,"240,00",
CO2503-0531,476,5,638 - FIRENZE - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0531,476,6,COLCHONES - FIRENZE - MUNDOFLEX - INDIVIDUAL -,"180,00",2,,"360,00",
CO2503-2068,477,1,3531-97 - 3531-97 MAXEL Escocia San Marino puertas corredizas negro / negro con beige,"0,00",1,,"0,00",
CO2503-2068,477,2,CLOSET - 3531-97 MAXEL Escocia San Marino puertas corredizas negro / negro con beige,"330,00",1,,"330,00",
CO2503-0220,478,1,504 - DIEGO CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0220,478,2,1040 - EXTRA,"0,00",1,,"0,00",
CO2503-0220,478,3,384 - OCEANO,"30,00",1,,"30,00",
CO2503-0220,478,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0220,478,5,MUEBLES - DIEGO CHEILO DERECHO - EXTRA - OCEANO - PATAS TIPO L -,"480,00",1,,"480,00",
CO2503-0220,478,6,DELIVERY -,"15,00",1,,"15,00",
CO2503-0221,479,1,DELIVERY -,"10,00",1,,"10,00",
CO2503-0221,479,2,"529 - BOX ENCAJONADO + MODELO MONACO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2503-0221,479,3,1040 - EXTRA,"20,00",1,,"20,00",
CO2503-0221,479,4,1035 - KHAKI,"0,00",1,,"0,00",
CO2503-0221,479,5,"CAMAS - BOX ENCAJONADO + MODELO MONACO QUEEN 1,60 x 1,90 - EXTRA - KHAKI - - -","450,00",1,,"450,00",
CO2503-0222,480,1,650 - THERAPEDIC - SERTA - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0222,480,2,COLCHONES - THERAPEDIC - SERTA - INDIVIDUAL -,"340,00",1,,"340,00",
CO2503-0222,480,3,650 - THERAPEDIC - SERTA - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0222,480,4,COLCHONES - THERAPEDIC - SERTA - INDIVIDUAL -,"340,00",1,,"340,00",
CO2503-2957,481,1,"111 - DT + ABSTRACTO sh QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2503-2957,481,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-2957,481,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-2957,481,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-2957,481,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-2957,481,6,"CAMAS - DT + ABSTRACTO QUEEN 1,60 x 1,90 - OTTOMAN - NEGRO - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -","285,00",1,,"285,00",
CO2503-2957,481,7,675 - DALLAS PILLOW - COLFEX - QUEEN,"0,00",1,,"0,00",
CO2503-2957,481,8,COLCHONES - DALLAS PILLOW - COLFEX - QUEEN -,"360,00",1,,"360,00",
CO2503-0223,482,1,87 - DT + CAPITONEADO CRISTALES QUEEN,"0,00",1,,"0,00",
CO2503-0223,482,2,1039 - TRACKER,"25,00",1,,"25,00",
CO2503-0223,482,3,432 - CORAL,"0,00",1,,"0,00",
CO2503-0223,482,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0223,482,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0223,482,6,CAMAS - DT + CAPITONEADO CRISTALES QUEEN - TRACKER - CORAL - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -,"260,00",1,,"260,00",
CO2503-0223,482,7,675 - DALLAS PILLOW - COLFEX - QUEEN,"0,00",1,,"0,00",
CO2503-0223,482,8,COLCHONES - DALLAS PILLOW - COLFEX - QUEEN -,"360,00",1,,"360,00",
CO2503-0224,483,1,798 - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0224,483,2,COLCHONES - PLATINUM 2 PILLOW - COBARCA - MATRIMONIAL -,"270,00",1,,"270,00",
CO2503-0225,484,1,"528 - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0225,484,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0225,484,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2503-0225,484,4,"CAMAS - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - GRIS CLARO -","380,00",1,,"380,00",
CO2503-0226,485,1,640 - FIRENZE - MUNDOFLEX - QUEEN,"0,00",1,,"0,00",
CO2503-0226,485,2,COLCHONES - FIRENZE - MUNDOFLEX - QUEEN -,"280,00",1,,"280,00",
CO2503-0227,486,1,"07 - BL + ITALO QUEEN 1,60 x 1,90",,0.00,,,
CO2503-0227,486,2,390 - LINO,,0.00,,,
CO2503-0227,486,3,450 - NEGRO,,0.00,,,
CO2503-0227,486,4,408 - PATAS TIPO L,,0.00,,,
CO2503-0227,486,5,"CAMAS - BL + ITALO QUEEN 1,60 x 1,90 - LINO - NEGRO - PATAS TIPO L - -",,200.00,,,
CO2503-0227,486,6,DELIVERY -,,20.00,,,
CO2503-2891,487,1,480 - ALEJANDRA CABEZALES RECLINABLES CHEILO IZQUIERDO,"0,00",1,,"0,00",
CO2503-2891,487,2,1039 - TRACKER,"40,00",1,,"40,00",
CO2503-2891,487,3,455 - PLATA,"0,00",1,,"0,00",
CO2503-2891,487,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-2891,487,5,MUEBLES - ALEJANDRA CABEZALES RECLINABLES CHEILO IZQUIERDO - TRACKER - PLATA - PATAS TIPO L -,"520,00",1,,"520,00",
CO2503-0435,488,1,"1026 - BL + ITALO PROMO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0435,488,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0435,488,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0435,488,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0435,488,5,"CAMAS - BL + ITALO PROMO MATRIMONIAL 1,40 x 1,90 - LINO - GRIS PLOMO - PATAS TIPO L - -","150,00",1,,"150,00",
CO2503-0228,489,1,670 - DALLAS CLASSIC - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0228,489,2,COLCHONES - DALLAS CLASSIC - COLFLEX - MATRIMONIAL -,"255,00",1,,"255,00",
CO2503-0228,489,3,DELIVERY -,"20,00",1,,"20,00",
CO2503-0229,490,1,540 - SOFACAMA CLICK CLACK,"0,00",1,,"0,00",
CO2503-0229,490,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0229,490,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2503-0229,490,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0229,490,5,MUEBLES - SOFACAMA CLICK CLACK - OTTOMAN - GRIS CLARO - PATAS TIPO L que sean de las altas -,"320,00",1,,"320,00",
CO2503-0230,491,1,611 - ALASKA - MUNDOFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0230,491,2,COLCHONES - - ALASKA - MUNDOFLEX - MATRIMONIAL,"150,00",1,,"150,00",
CO2503-2878,492,1,680 - LADY BEST - COLFLEX - KING,"0,00",1,,"0,00",
CO2503-2878,492,2,COLCHONES - LADY BEST - COLFLEX - KING -,"500,00",1,,"500,00",
CO2503-0248,493,1,"1026 - BL + ITALO PROMO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0248,493,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0248,493,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0248,493,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0248,493,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0248,493,6,"CAMAS - BL + ITALO PROMO MATRIMONIAL 1,40 x 1,90 - LINO - GRIS PLOMO - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -","150,00",2,,"300,00",
CO2503-0248,493,7,798 - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0248,493,8,COLCHONES - PLATINUM 2 PILLOW - COBARCA - MATRIMONIAL -,"250,00",2,,"500,00",
CO2503-0231,494,1,799 - DELUXE 2 PILLOW - COBARCA - QUEEN,"0,00",1,,"0,00",
CO2503-0231,494,2,COLCHONES - PLATINUM 2 PILLOW - COBARCA - QUEEN -,"350,00",1,,"350,00",
CO2503-0231,494,3,DELIVERY -,"10,00",1,,"10,00",
CO2503-0814,496,1,"05 - BL + ITALO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0814,496,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0814,496,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0814,496,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0814,496,5,704 - 1 ALMOHADA OBSEQUI,"0,00",1,,"0,00",
CO2503-0814,496,6,"CAMAS - BL + ITALO INDIVIDUAL 1,00 x 1,90 - LINO - GRIS PLOMO - PATAS TIPO L - 1 ALMOHADA OBSEQUI -","120,00",1,,"120,00",
CO2503-0814,496,7,719 - PASION GUAJIRA ACOLCHADO - IMPERMEABLE INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0814,496,8,PROTECTORES - - PASION GUAJIRA ACOLCHADO - IMPERMEABLE INDIVIDUAL,"25,00",1,,"25,00",
CO2503-0814,496,9,622 - GRANADA - LATINFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0814,496,10,COLCHONES - GRANADA - LATINFLEX - INDIVIDUAL -,"175,00",1,,"175,00",
CO2503-1460,497,1,615 - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-1460,497,2,COLCHONES - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL -,"225,00",1,,"225,00",
CO2503-1460,497,3,"10 - BL + BARCELONA MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-1460,497,4,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-1460,497,5,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-1460,497,6,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-1460,497,7,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-1460,497,8,"CAMAS - BL + BARCELONA MATRIMONIAL 1,40 x 1,90 - OTTOMAN - GRIS PLOMO - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -","160,00",1,,"160,00",
CO2503-0371,498,1,1999-1 - 1999-1 MAXEL Escocia 4 puertas 2 gavetas blanco,"0,00",1,,"0,00",
CO2503-0371,498,2,CLOSET - 1999-1 MAXEL Escocia 4 puertas 2 gavetas blanco,"220,00",1,,"220,00",
CO2503-0371,498,3,42 - BL + LINEAL VERTICAL SIN MARCO MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0371,498,4,390 - LINO,"0,00",1,,"0,00",
CO2503-0371,498,5,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0371,498,6,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0371,498,7,CAMAS - BL + LINEAL VERTICAL SIN MARCO MATRIMONIAL - LINO - NEGRO - PATAS TIPO L - -,"200,00",1,,"200,00",
CO2503-0371,498,8,SERVICIO DE ARMADO -,"25,00",1,,"25,00",
CO2503-0399,499,1,521 - OSLO CHEILO IZQUIERDO CON PUFF Y COJINES,"0,00",1,,"0,00",
CO2503-0399,499,2,391 - LINO G - LATINFLEX,"0,00",1,,"0,00",
CO2503-0399,499,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0399,499,4,409 - PATAS METALICAS,"0,00",1,,"0,00",
CO2503-0399,499,5,MUEBLES - OSLO CHEILO IZQUIERDO CON PUFF Y COJINES - LINO G - LATINFLEX - NEGRO - PATAS METALICAS -,"420,00",1,,"420,00",
CO2503-0232,500,1,613 - CURACAO - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0232,500,2,COLCHONES - CURACAO - LATINFLEX - MATRIMONIAL -,"220,00",1,,"220,00",
CO2503-0233,501,1,826 - MUEBLE SANTORINI CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0233,501,2,1039 - TRACKER,"20,00",1,,"20,00",
CO2503-0233,501,3,1037 - HUMO,"0,00",1,,"0,00",
CO2503-0233,501,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0233,501,5,MUEBLES - MUEBLE SANTORINI CHEILO DERECHO - TRACKER - HUMO cojines en tela extra color negro - PATAS TIPO L -,"500,00",1,,"500,00",
CO2503-0234,502,1,798 - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0234,502,2,COLCHONES - PLATINUM 2 PILLOW - COBARCA - MATRIMONIAL -,"270,00",1,,"270,00",
CO2503-0234,502,3,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2503-0234,502,4,DELIVERY - SERVICIO DELIVERY,"10,00",1,,"10,00",
CO2503-1398,503,1,521 - OSLO CHEILO IZQUIERDO CON PUFF Y COJINES,"0,00",1,,"0,00",
CO2503-1398,503,2,391 - LINO G - LATINFLEX,"0,00",1,,"0,00",
CO2503-1398,503,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-1398,503,4,409 - PATAS METALICAS,"0,00",1,,"0,00",
CO2503-1398,503,5,MUEBLES - OSLO CHEILO derecho CON PUFF Y COJINES - LINO G - LATINFLEX - NEGRO - PATAS METALICAS -,"420,00",1,,"420,00",
CO2503-0166,407,1,"130 - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0166,407,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0166,407,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0166,407,4,"CAMAS - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - - -","260,00",1,,"260,00",
CO2503-0166,407,5,DELIVERY -,"15,00",1,,"15,00",
CO2503-0168,408,1,"1029 - COMBOHOGAR BL ITALO SEMI ORTOP ALASKA MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0168,408,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0168,408,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0168,408,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2503-0168,408,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0168,408,6,"CAMAS - COMBOHOGAR BL ITALO SEMI ORTOP ALASKA MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -","300,00",1,,"300,00",
CO2503-0169,409,1,66 - DT + ACOLCHADO LISO MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0169,409,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0169,409,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0169,409,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0169,409,5,CAMAS - DT + ITALO MATRIMONIAL - LINO - NEGRO - PATAS TIPO L - -,"190,00",1,,"190,00",
CO2503-0169,409,6,603 - SAINT MARTIN - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0169,409,7,COLCHONES - - SAINT MARTIN - LATINFLEX - MATRIMONIAL,"180,00",1,,"180,00",
CO2503-0170,410,1,65 - DT + ITALO + INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0170,410,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0170,410,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0170,410,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0170,410,5,CAMAS - DT + ITALO + INDIVIDUAL - LINO - NEGRO - PATAS TIPO L - promo,"160,00",1,,"160,00",
CO2503-0170,410,6,65 - DT + ITALO + INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0170,410,7,390 - LINO,"0,00",1,,"0,00",
CO2503-0170,410,8,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0170,410,9,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0170,410,10,CAMAS - DT + ITALO + INDIVIDUAL - LINO - NEGRO - PATAS TIPO L - promo -,"160,00",1,,"160,00",
CO2503-0170,410,11,614 - BAHAMAS PLUS - LATINFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0170,410,12,COLCHONES - BAHAMAS PLUS - LATINFLEX - INDIVIDUAL -,"160,00",1,,"160,00",
CO2503-0171,411,1,"529 - BOX ENCAJONADO + MODELO MONACO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2503-0171,411,2,386 - BIPIEL BUFALO,"40,00",1,,"40,00",
CO2503-0171,411,3,759 - CAPUCHINO,"0,00",1,,"0,00",
CO2503-0171,411,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2503-0171,411,5,"CAMAS - Box Normal BL + MODELO MONACO QUEEN 1,60 x 1,90 - BIPIEL BUFALO - CAPUCHINO - PATAS DECORATIVAS Altas - Imagen referencial box sencillo","310,00",1,,"310,00",
CO2503-0171,411,6,DELIVERY -,"15,00",1,,"15,00",
CO2503-0172,412,1,615 - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0172,412,2,COLCHONES - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL -,"225,00",1,,"225,00",
CO2503-0173,414,1,"01 - BOX SOLO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0173,414,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0173,414,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0173,414,4,"CAMAS - BOX SOLO INDIVIDUAL 1,00 x 1,90 - LINO - NEGRO - undefined - -","100,00",1,,"100,00",
CO2503-0173,414,5,669 - DALLAS CLASSIC - COLFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0173,414,6,COLCHONES - DALLAS CLASSIC - COLFLEX - INDIVIDUAL -,"195,00",1,,"195,00",
(PROV415),415,1,678 - LADY BEST - COLFLEX - MATRIMONIAL,,0.00,,,
(PROV415),415,2,COLCHONES - LADY BEST - COLFLEX - MATRIMONIAL -,,350.00,,,
CO2503-0174,416,1,639 - FIRENZE - MUNDOFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0174,416,2,COLCHONES - FIRENZE - MUNDOFLEX - MATRIMONIAL -,"235,00",1,,"235,00",
CO2503-0174,416,3,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2503-0174,416,4,DELIVERY - SERVICIO DELIVERY,"10,00",1,,"10,00",
CO2503-0175,417,1,7000-4 - 7000-4 DORIPEL Cancun 6 puertas 3 gavetas blanco,"0,00",1,,"0,00",
CO2503-0175,417,2,CLOSET - 7000-4 DORIPEL Cancun 6 puertas 3 gavetas blanco,"270,00",1,,"270,00",
CO2503-0176,418,1,"125 - DUPLEX SIN COPETE + INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0176,418,2,1039 - TRACKER,"20,00",1,,"20,00",
CO2503-0176,418,3,473 - CAMEL,"0,00",1,,"0,00",
CO2503-0176,418,4,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0176,418,5,"CAMAS - DUPLEX SIN COPETE + INDIVIDUAL 1,00 x 1,90 - TRACKER - CAMEL - - 2 ALMOHADA OBSEQUIO -","190,00",1,,"190,00",
CO2503-0176,418,6,478 - ALEJANDRA CABEZALES FIJOS CHEILO IZQUIERDO,"0,00",1,,"0,00",
CO2503-0176,418,7,1039 - TRACKER,"20,00",1,,"20,00",
CO2503-0176,418,8,473 - CAMEL,"0,00",1,,"0,00",
CO2503-0176,418,9,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0176,418,10,MUEBLES - ALEJANDRA CABEZALES FIJOS CHEILO IZQUIERDO - TRACKER - CAMEL - PATAS TIPO L -,"450,00",1,,"450,00",
CO2503-0176,418,11,610 - ALASKA - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0176,418,12,COLCHONES - - ALASKA - MUNDOFLEX - INDIVIDUAL,"120,00",1,,"120,00",
CO2503-0176,418,13,602 - SAINT MARTIN - LATINFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0176,418,14,COLCHONES - - SAINT MARTIN - LATINFLEX - INDIVIDUAL,"140,00",1,,"140,00",
CO2503-0176,418,15,DELIVERY -,"10,00",1,,"10,00",
CO2503-0177,419,1,1999-1 - 1999-1 MAXEL Escocia 4 puertas 2 gavetas blanco,"0,00",1,,"0,00",
CO2503-0177,419,2,CLOSET - 1999-1 MAXEL Escocia 4 puertas 2 gavetas blanco,"220,00",1,,"220,00",
CO2503-0394,420,1,1999-57 - 1999-57 MAXEL Escocia 4 puertas 2 gavetas capuccino c/ gris,"0,00",1,,"0,00",
CO2503-0394,420,2,CLOSET - 1999-57 MAXEL Escocia 4 puertas 2 gavetas capuccino c/ gris,"220,00",1,,"220,00",
CO2503-0178,421,1,"186 - DUPLEX BL + CHOCOLATE + MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0178,421,2,397 - VELVET 305,"0,00",1,,"0,00",
CO2503-0178,421,3,446 - MARRON OSCURO,"0,00",1,,"0,00",
CO2503-0178,421,4,"CAMAS - DUPLEX BL + CHOCOLATE + MATRIMONIAL 1,40 x 1,90 - VELVET 305 - MARRON OSCURO - undefined - -","270,00",1,,"270,00",
CO2503-0178,421,5,698 - BONAIRE - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0178,421,6,COLCHONES - BONAIRE - LATINFLEX - MATRIMONIAL -,"185,00",1,,"185,00",
CO2503-0178,421,7,610 - ALASKA - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0178,421,8,COLCHONES - - ALASKA - MUNDOFLEX - INDIVIDUAL,"125,00",1,,"125,00",
CO2503-0179,422,1,"07 - BL + ITALO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2503-0179,422,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0179,422,3,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0179,422,4,"CAMAS - BL + ITALO QUEEN 1,60 x 1,90 - LINO - undefined - PATAS TIPO L - -","200,00",1,,"200,00",
CO2503-0179,422,5,624 - GRANADA - LATINFLEX - QUEEN,"0,00",1,,"0,00",
CO2503-0179,422,6,COLCHONES - GRANADA - LATINFLEX - QUEEN -,"270,00",1,,"270,00",
CO2503-0179,422,7,DELIVERY -,"15,00",1,,"15,00",
CO2503-1461,423,1,"233 - DUPLEX DT + ABSTRACTO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-1461,423,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-1461,423,3,374 - AZUL OSCURO,"0,00",1,,"0,00",
CO2503-1461,423,4,"CAMAS - DUPLEX DT + ABSTRACTO INDIVIDUAL 1,00 x 1,90 - TAPI SWEET (CASTILLO) - AZUL OSCURO - - -","270,00",1,,"270,00",
CO2503-0180,424,1,675 - DALLAS PILLOW - COLFEX - QUEEN,"0,00",1,,"0,00",
CO2503-0180,424,2,COLCHONES - DALLAS PILLOW - COLFEX - QUEEN -,"360,00",1,,"360,00",
CO2503-0180,424,3,DELIVERY -,"20,00",1,,"20,00",
CO2503-1135,425,1,3665-56 - 3665-56 MAXEL Marrocos c/ espejo capuccino c/ blanco,"0,00",1,,"0,00",
CO2503-1135,425,2,CLOSET - 3665-56 MAXEL Marrocos c/ espejo capuccino c/ blanco,"330,00",1,,"330,00",
CO2503-0181,426,1,616 - BAHAMAS PLUS - LATINFLEX - QUEEN,"0,00",1,,"0,00",
CO2503-0181,426,2,COLCHONES - BAHAMAS PLUS - LATINFLEX - QUEEN -,"250,00",1,,"250,00",
(PROV427),427,1,675 - DALLAS PILLOW - COLFEX - QUEEN,,0.00,,,
(PROV427),427,2,COLCHONES - DALLAS PILLOW - COLFEX - QUEEN -,,360.00,,,
(PROV427),427,3,"575 - DT + COPETE LISO QUEEN 1,60 x 1,90",,0.00,,,
(PROV427),427,4,890 - TAPI POLO,,0.00,,,
(PROV427),427,5,436 - GRIS,,0.00,,,
(PROV427),427,6,408 - PATAS TIPO L,,0.00,,,
(PROV427),427,7,577 - ENCAJONADO 7-8 CM,,0.00,,,
(PROV427),427,8,"CAMAS - DT + COPETE LISO QUEEN 1,60 x 1,90 - TAPI POLO - GRIS - PATAS TIPO L - - ENCAJONADO 7-8 CM",,285.00,,,
CO2503-0182,428,1,504 - DIEGO CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0182,428,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0182,428,3,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2503-0182,428,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0182,428,5,MUEBLES - DIEGO CHEILO DERECHO - TAPI SWEET (CASTILLO) - GRIS AHUMADO - PATAS TIPO L -,"480,00",1,,"480,00",
CO2503-0182,428,6,DELIVERY -,"15,00",1,,"15,00",
(PROV429),429,1,66 - DT + ACOLCHADO LISO MATRIMONIAL,,0.00,,,
(PROV429),429,2,383 - TAPI SWEET (CASTILLO),,0.00,,,
(PROV429),429,3,378 - ROJO RUMBA,,0.00,,,
(PROV429),429,4,408 - PATAS TIPO L,,0.00,,,
